,IsRecentlyVerified,DateLastVerified,ID,DataProviderID,DataProvidersReference,OperatorID,OperatorsReference,UsageCost,Connections,NumberOfPoints,StatusTypeID,DateLastStatusUpdate,DataQualityLevel,DateCreated,SubmissionStatusTypeID,AddressInfo.ID,AddressInfo.Title,AddressInfo.AddressLine1,AddressInfo.Town,AddressInfo.Postcode,AddressInfo.CountryID,AddressInfo.Latitude,AddressInfo.Longitude,AddressInfo.RelatedURL,AddressInfo.DistanceUnit,UsageTypeID,AddressInfo.ContactTelephone2,DateLastConfirmed
2288,False,2014-10-24T09:21:00Z,24612,1,,63.0,,,"[{'ID': 26895, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 22.0, 'CurrentTypeID': 20}]",1.0,50,2014-10-24T09:21:00Z,1.0,2014-10-24T09:21:00Z,200,24958,La Place Zoeterwoude,Groene Hartplein 1,Zoeterwoude,2381GS,159,52.12812235437146,4.49459007672111,https://www.laplace.com/nl/page/vergaderen-bij-la-place-zoeterwoude/,0,4.0,,
2289,False,2016-06-04T02:50:00Z,36349,26,56408,73.0,EV-Box EVB-P1430058,0.00 jaarabonnement,"[{'ID': 39860, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:50:00Z,3.0,2015-01-09T06:05:00Z,100,36695,Le Pooleweg,Le Pooleweg,Leiden,2314 XT,159,52.14463,4.50313,http://www.ev-box.nl,0,,,
2290,False,2016-06-04T02:50:00Z,63677,26,76654,103.0,Allego NLALLEGO0007552,0.00 jaarabonnement,"[{'ID': 81285, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}, {'ID': 81286, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:50:00Z,3.0,2016-03-03T12:31:00Z,100,64023,Venusstraat 50,Venusstraat 50,Leiden,2314 BH,159,52.14739995,4.51029607,http://www.allego.eu/,0,,,
2291,False,2016-06-04T02:50:00Z,63672,26,76652,103.0,Allego NLALLEGO0007542,0.00 jaarabonnement,"[{'ID': 81275, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}, {'ID': 81276, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:50:00Z,3.0,2016-03-03T12:31:00Z,100,64018,Drususlaan 20,Drususlaan 20,Leiden,2314 BW,159,52.14510345,4.51267989,http://www.allego.eu/,0,,,
2292,False,2016-06-04T02:50:00Z,63679,26,76656,103.0,Allego NLALLEGO0007562,0.00 jaarabonnement,"[{'ID': 81289, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}, {'ID': 81290, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:50:00Z,3.0,2016-03-03T12:31:00Z,100,64025,Junostraat 2,Junostraat 2,Leiden,2314 BG,159,52.14824858,4.51269473,http://www.allego.eu/,0,,,
2293,False,2016-06-04T02:50:00Z,63678,26,72311,103.0,Allego NLALLEGO0003502,0.00 jaarabonnement,"[{'ID': 81287, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}, {'ID': 81288, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:50:00Z,3.0,2016-03-03T12:31:00Z,100,64024,Jupiterlaan 44,Jupiterlaan 44,Leiden,2314 BE,159,52.14784581,4.50974705,http://www.allego.eu/,0,,,
2294,False,2016-06-04T02:51:00Z,63691,26,82971,103.0,Allego NLALLEGO0004491,0.00 jaarabonnement,"[{'ID': 81313, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}, {'ID': 81314, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:51:00Z,3.0,2016-03-03T12:31:00Z,100,64037,Hoge Rijndijk 107B,Hoge Rijndijk 107B,Leiden,2314 AA,159,52.15448314,4.51533227,http://www.allego.eu/,0,,,
2295,False,2016-06-04T02:37:00Z,68099,26,93313,103.0,Allego NLALLEGO0012251,0.00 jaarabonnement,"[{'ID': 94845, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}, {'ID': 94846, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68445,Rijndijkstraat 1,Rijndijkstraat 1,Leiden,2313 NG,159,52.15493917,4.51056272,http://www.allego.eu/,0,,,
2296,False,2016-06-04T02:51:00Z,63688,26,76637,103.0,Allego NLALLEGO0004481,0.00 jaarabonnement,"[{'ID': 81308, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}, {'ID': 81309, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:51:00Z,3.0,2016-03-03T12:31:00Z,100,64034,Burggravenlaan 2U,Burggravenlaan 2U,Leiden,2313 HV,159,52.15322245,4.50779765,http://www.allego.eu/,0,,,
2297,False,2016-06-04T02:51:00Z,36407,26,48689,178.0,EVnetNL REE568,0.00 jaarabonnement,"[{'ID': 39918, 'ConnectionTypeID': 25, 'LevelID': 1, 'PowerKW': 2.3, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:51:00Z,3.0,2015-01-09T06:05:00Z,100,36753,Zijlsingel 73B,Zijlsingel 73B,Leiden,2315 KH,159,52.157064,4.504805,http://www.evnet.nl,0,,,
2298,False,2016-06-04T02:51:00Z,63692,26,82686,103.0,Allego NLALLEGO0010512,0.00 jaarabonnement,"[{'ID': 81315, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}, {'ID': 81316, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:51:00Z,3.0,2016-03-03T12:31:00Z,100,64038,P.J. Blokstraat,P.J. Blokstraat,Leiden,2313 KJ,159,52.15501032,4.50546645,http://www.allego.eu/,0,,,
2299,False,2016-06-04T02:51:00Z,63687,26,82985,103.0,Allego NLALLEGO0007572,0.00 jaarabonnement,"[{'ID': 81306, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}, {'ID': 81307, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:51:00Z,3.0,2016-03-03T12:31:00Z,100,64033,De Meij van Streefkerkstraat 2,De Meij van Streefkerkstraat 2,Leiden,2313 JN,159,52.15175548,4.50484281,http://www.allego.eu/,0,,,
2300,False,2016-06-04T02:50:00Z,63680,26,77750,103.0,Allego NLALLEGO0004501,0.00 jaarabonnement,"[{'ID': 81291, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}, {'ID': 81292, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:50:00Z,3.0,2016-03-03T12:31:00Z,100,64026,Van Vollenhovenkade,Van Vollenhovenkade,Leiden,2313 JB,159,52.14851054,4.50117993,http://www.allego.eu/,0,,,
2301,False,2016-06-04T02:51:00Z,54696,26,70678,103.0,Allego NLALLEGO0002092,0.00 jaarabonnement,"[{'ID': 69071, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}, {'ID': 69072, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:51:00Z,3.0,2015-10-09T06:18:00Z,100,55042,Thorbeckestraat 30,Thorbeckestraat 30,Leiden,2313 HE,159,52.15155504,4.50070737,http://www.allego.eu/,0,,,
2302,False,2016-06-04T02:51:00Z,54695,26,71258,103.0,Allego NLALLEGO0003401,0.00 jaarabonnement,"[{'ID': 69069, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}, {'ID': 69070, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:51:00Z,3.0,2015-10-09T06:18:00Z,100,55041,Cronesteinkade 28,Cronesteinkade 28,Leiden,2313 GX,159,52.15109693,4.49755524,http://www.allego.eu/,0,,,
2303,False,2016-06-04T02:50:00Z,63683,26,75626,103.0,Allego NLALLEGO0006762,0.00 jaarabonnement,"[{'ID': 81297, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}, {'ID': 81298, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:50:00Z,3.0,2016-03-03T12:31:00Z,100,64029,Van der Waalsstraat 4,Van der Waalsstraat 4,Leiden,2313 VD,159,52.14921139,4.49443742,http://www.allego.eu/,0,,,
2304,False,2016-06-04T02:51:00Z,53838,26,69877,103.0,Allego NLALLEGO0003551,0.00 jaarabonnement,"[{'ID': 67221, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}, {'ID': 67222, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:51:00Z,3.0,2015-09-20T11:50:00Z,100,54184,Lammenschansweg 2,Lammenschansweg 2,Leiden,2313 DM,159,52.15321992,4.49420741,http://www.allego.eu/,0,,,
2305,False,2016-06-04T02:51:00Z,36395,26,48095,178.0,EVnetNL DB0337,0.00 jaarabonnement,"[{'ID': 39906, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",2.0,50,2016-06-04T02:51:00Z,3.0,2015-01-09T06:05:00Z,100,36741,Levendaal,Levendaal,Leiden,2311 JL,159,52.154929,4.492646,http://www.evnet.nl,0,,,
2306,False,2016-06-04T02:37:00Z,68098,26,76635,103.0,Allego NLALLEGO0004462,0.00 jaarabonnement,"[{'ID': 94843, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}, {'ID': 94844, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68444,Sint Jacobsgracht 1,Sint Jacobsgracht 1,Leiden,2311 PS,159,52.15485933,4.48944385,http://www.allego.eu/,0,,,
2307,False,2016-06-04T02:51:00Z,36403,26,48688,178.0,EVnetNL REE567,0.00 jaarabonnement,"[{'ID': 39914, 'ConnectionTypeID': 25, 'LevelID': 1, 'PowerKW': 2.3, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:51:00Z,3.0,2015-01-09T06:05:00Z,100,36749,Nieuwe Rijn 88,Nieuwe Rijn 88,Leiden,2312 JL,159,52.156193,4.497654,http://www.evnet.nl,0,,,
2308,False,2016-06-04T02:51:00Z,36396,26,48692,178.0,EVnetNL REE571,0.00 jaarabonnement,"[{'ID': 39907, 'ConnectionTypeID': 25, 'LevelID': 1, 'PowerKW': 2.3, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:51:00Z,3.0,2015-01-09T06:05:00Z,100,36742,Levendaal 106,Levendaal 106,Leiden,2311 JN,159,52.154935,4.497405,http://www.evnet.nl,0,,,
2309,False,2016-06-04T02:51:00Z,54700,26,71256,103.0,Allego NLALLEGO0002071,0.00 jaarabonnement,"[{'ID': 69081, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}, {'ID': 69082, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:51:00Z,3.0,2015-10-09T06:18:00Z,100,55046,Kalvermarkt 5,Kalvermarkt 5,Leiden,2312 LL,159,52.16047748,4.50054968,http://www.allego.eu/,0,,,
2310,False,2016-06-04T02:51:00Z,54701,26,70676,103.0,Allego NLALLEGO0001892,0.00 jaarabonnement,"[{'ID': 69083, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}, {'ID': 69084, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:51:00Z,3.0,2015-10-09T06:18:00Z,100,55047,Janvossensteeg 46,Janvossensteeg 46,Leiden,2312 WC,159,52.161006,4.49257767,http://www.allego.eu/,0,,,
2311,False,2016-06-04T02:51:00Z,63705,26,76863,103.0,Allego NLALLEGO0007581,0.00 jaarabonnement,"[{'ID': 81338, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}, {'ID': 81339, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:51:00Z,3.0,2016-03-03T12:31:00Z,100,64051,Theresiastraat 1,Theresiastraat 1,Leiden,2316 VA,159,52.16540405,4.497438,http://www.allego.eu/,0,,,
2312,False,2016-06-04T02:51:00Z,63706,26,73353,103.0,Allego NLALLEGO0001952,0.00 jaarabonnement,"[{'ID': 81340, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}, {'ID': 81341, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:51:00Z,3.0,2016-03-03T12:31:00Z,100,64052,Slachthuislaan 24,Slachthuislaan 24,Leiden,2316 DE,159,52.1657885,4.4945942,http://www.allego.eu/,0,,,
2313,False,2016-06-04T02:51:00Z,63709,26,75608,103.0,Allego NLALLEGO0004411,0.00 jaarabonnement,"[{'ID': 81344, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}, {'ID': 81345, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:51:00Z,3.0,2016-03-03T12:31:00Z,100,64055,Surinamestraat 58,Surinamestraat 58,Leiden,2315 XE,159,52.1668256,4.5089725,http://www.allego.eu/,0,,,
2314,False,2016-06-04T02:51:00Z,63696,26,72321,103.0,Allego NLALLEGO0001971,0.00 jaarabonnement,"[{'ID': 81323, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}, {'ID': 81324, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:51:00Z,3.0,2016-03-03T12:31:00Z,100,64042,Heemskerkstraat 109,Heemskerkstraat 109,Leiden,2315 TH,159,52.15910516,4.50964914,http://www.allego.eu/,0,,,
2315,False,2016-06-04T02:51:00Z,36429,26,48691,178.0,EVnetNL REE570,0.00 jaarabonnement,"[{'ID': 39940, 'ConnectionTypeID': 25, 'LevelID': 1, 'PowerKW': 2.3, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:51:00Z,3.0,2015-01-09T06:05:00Z,100,36775,Lage Rijndijk 27,Lage Rijndijk 27,Leiden,2315 JK,159,52.161858,4.507767,http://www.evnet.nl,0,,,
2316,False,2016-06-04T02:37:00Z,68105,26,91635,103.0,Allego NLALLEGO0010481,0.00 jaarabonnement,"[{'ID': 94857, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}, {'ID': 94858, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68451,Zijldonk 51,Zijldonk 51,Leiden,2317 ZA,159,52.17311459,4.51081483,http://www.allego.eu/,0,,,
2317,False,2016-06-04T02:51:00Z,36491,26,48687,178.0,EVnetNL REE566,0.00 jaarabonnement,"[{'ID': 40002, 'ConnectionTypeID': 25, 'LevelID': 1, 'PowerKW': 2.3, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:51:00Z,3.0,2015-01-09T06:05:00Z,100,36837,Stokroos 2,Stokroos 2,Leiden,2317 EP,159,52.17729,4.516663,http://www.evnet.nl,0,,,
2318,False,2016-06-04T02:51:00Z,63725,26,72392,103.0,Allego NLALLEGO0002001,0.00 jaarabonnement,"[{'ID': 81388, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}, {'ID': 81389, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:51:00Z,3.0,2016-03-03T12:31:00Z,100,64071,Gloxiniadal 19,Gloxiniadal 19,Leiden,2317 HB,159,52.18180559,4.51371534,http://www.allego.eu/,0,,,
2319,False,2016-06-04T02:37:00Z,68109,26,93414,103.0,Allego NLALLEGO0012241,0.00 jaarabonnement,"[{'ID': 94863, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}, {'ID': 94864, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68455,Cosmeaduin 17,Cosmeaduin 17,Leiden,2318 XB,159,52.18175864,4.50833837,http://www.allego.eu/,0,,,
2320,False,2016-06-04T02:51:00Z,65671,26,84405,103.0,Allego NLALLEGO0010362,0.00 jaarabonnement,"[{'ID': 90626, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}, {'ID': 90627, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:51:00Z,3.0,2016-04-27T09:42:00Z,100,66017,Broekplein 13,Broekplein 13,Leiden,2318 TJ,159,52.17988446,4.50314936,http://www.allego.eu/,0,,,
2321,False,2016-06-04T02:51:00Z,54705,26,70483,103.0,Allego NLALLEGO0001862,0.00 jaarabonnement,"[{'ID': 69090, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}, {'ID': 69091, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:51:00Z,3.0,2015-10-09T06:18:00Z,100,55051,Zandzegge 9,Zandzegge 9,Leiden,2318 ZK,159,52.18189718,4.50151154,http://www.allego.eu/,0,,,
2322,False,2018-10-03T23:57:00Z,92984,1,,23.0,34922,,"[{'ID': 131718, 'ConnectionTypeID': 30, 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 32, 'Voltage': 230, 'PowerKW': 17.0, 'CurrentTypeID': 20, 'Quantity': 1}]",1.0,50,2018-10-03T23:57:00Z,1.0,2017-09-15T05:31:00Z,200,93330,Olympia Charters Sloepenverhuur,Olympia Charters Sloepenverhuur,,2361 KZ,159,52.189745,4.503932,,0,6.0,,
2323,False,2016-06-04T02:51:00Z,36500,26,48108,178.0,EVnetNL DB0352,0.00 jaarabonnement,"[{'ID': 40011, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:51:00Z,3.0,2015-01-09T06:05:00Z,100,36846,Jac. P. Thijsselaan 75,Jac. P. Thijsselaan 75,Oegstgeest,2341 PM,159,52.17977,4.493969,http://www.evnet.nl,0,,,
2324,False,2016-06-04T02:37:00Z,68108,26,91637,103.0,Allego NLALLEGO0010501,0.00 jaarabonnement,"[{'ID': 94861, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}, {'ID': 94862, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68454,Lijsterbes 23,Lijsterbes 23,Leiden,2318 AH,159,52.17827558,4.49926233,http://www.allego.eu/,0,,,
2325,False,2016-06-04T02:51:00Z,36475,26,48094,178.0,EVnetNL DB0336,0.00 jaarabonnement,"[{'ID': 39986, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",2.0,50,2016-06-04T02:51:00Z,3.0,2015-01-09T06:05:00Z,100,36821,Houtlaan,Houtlaan,Leiden,2334 CK,159,52.174434,4.481335,http://www.evnet.nl,0,,,
2326,False,2016-06-04T02:51:00Z,36503,26,45744,73.0,EV-Box EVB-P1347175,0.00 jaarabonnement,"[{'ID': 40014, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 5.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:51:00Z,3.0,2015-01-09T06:05:00Z,100,36849,Hofdijck 58,Hofdijck 58,Oegstgeest,2341 NE,159,52.18285,4.47571,http://www.ev-box.nl,0,,,
2327,False,2016-06-04T02:51:00Z,36528,26,48241,178.0,EVnetNL EV0129,0.00 jaarabonnement,"[{'ID': 40039, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:51:00Z,3.0,2015-01-09T06:05:00Z,100,36874,Queridolaan 23,Queridolaan 23,Oegstgeest,2343 KH,159,52.191274,4.476073,http://www.evnet.nl,0,,,
2328,False,2016-06-04T02:51:00Z,36506,26,47851,178.0,EVnetNL DB0083,0.00 jaarabonnement,"[{'ID': 40017, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",2.0,50,2016-06-04T02:51:00Z,3.0,2015-01-09T06:05:00Z,100,36852,Lijtweg 4,Lijtweg 4,Oegstgeest,2341 HA,159,52.184376,4.470626,http://www.evnet.nl,0,,,
2329,False,2016-06-04T02:51:00Z,36489,26,47865,178.0,EVnetNL DB0099,0.00 jaarabonnement,"[{'ID': 40000, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",2.0,50,2016-06-04T02:51:00Z,3.0,2015-01-09T06:05:00Z,100,36835,Geversstraat 63,Geversstraat 63,Oegstgeest,2341 GC,159,52.176811,4.467934,http://www.evnet.nl,0,,,
2330,False,2016-06-04T02:51:00Z,63717,26,72891,103.0,Allego NLALLEGO0001991,0.00 jaarabonnement,"[{'ID': 81358, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}, {'ID': 81359, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:51:00Z,3.0,2016-03-03T12:31:00Z,100,64063,Rijnsburgerweg 120,Rijnsburgerweg 120,Leiden,2333 AE,159,52.17212063,4.4768831,http://www.allego.eu/,0,,,
2331,False,2016-06-04T02:51:00Z,63716,26,75600,103.0,Allego NLALLEGO0001922,0.00 jaarabonnement,"[{'ID': 81356, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}, {'ID': 81357, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:51:00Z,3.0,2016-03-03T12:31:00Z,100,64062,Mezenstraat 13,Mezenstraat 13,Leiden,2333 VT,159,52.17203278,4.46983952,http://www.allego.eu/,0,,,
2332,False,2016-06-04T02:51:00Z,53846,26,69871,103.0,Allego NLALLEGO0001871,0.00 jaarabonnement,"[{'ID': 67234, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}, {'ID': 67235, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:51:00Z,3.0,2015-09-20T11:50:00Z,100,54192,Van Oldenbarneveltstraat 41,Van Oldenbarneveltstraat 41,Leiden,2334 AE,159,52.1752056,4.47267142,http://www.allego.eu/,0,,,
2333,False,2016-06-04T02:51:00Z,36456,26,56054,73.0,EV-Box EVB-P1430101,0.00 jaarabonnement,"[{'ID': 39967, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}, {'ID': 48374, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:51:00Z,3.0,2015-01-09T06:05:00Z,100,36802,Sylviusweg 72,Sylviusweg 72,Leiden,2333 BE,159,52.16812,4.4673,http://www.ev-box.nl,0,,,
2334,False,2016-06-04T02:51:00Z,36440,26,45813,73.0,EV-Box EVB-P1348172,0.00 jaarabonnement,"[{'ID': 39951, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}, {'ID': 48366, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0}]",1.0,50,2016-06-04T02:51:00Z,3.0,2015-01-09T06:05:00Z,100,36786,Archimedesweg,Archimedesweg,Leiden,2333 CN,159,52.16479,4.46587,http://www.ev-box.nl,0,,,
2335,False,2016-06-04T02:51:00Z,54702,26,71254,103.0,Allego NLALLEGO0002061,0.00 jaarabonnement,"[{'ID': 69085, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}, {'ID': 69086, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:51:00Z,3.0,2015-10-09T06:18:00Z,100,55048,Constantijn Huygenslaan,Constantijn Huygenslaan,Leiden,2332 TR,159,52.16147888,4.46652638,http://www.allego.eu/,0,,,
2336,False,2016-06-04T02:51:00Z,65661,26,84407,103.0,Allego NLALLEGO0010452,0.00 jaarabonnement,"[{'ID': 90608, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}, {'ID': 90609, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:51:00Z,3.0,2016-04-27T09:42:00Z,100,66007,Jacob Catslaan 107,Jacob Catslaan 107,Leiden,2332 AV,159,52.16262313,4.46975755,http://www.allego.eu/,0,,,
2337,False,2016-06-04T02:51:00Z,53844,26,70295,73.0,EV-Box EVB-P1418024,0.00 jaarabonnement,"[{'ID': 67231, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}, {'ID': 67232, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:51:00Z,3.0,2015-09-20T11:50:00Z,100,54190,Poelwetering,Poelwetering,Leiden,2333 CR,159,52.1674,4.47289,http://www.ev-box.nl,0,,,
